IDProducto,Nombre,Precio,Categoria1,Categoria2,Marca,Imagen
LAP78901234,IDEAPAD 1 14IGL7 INTEL N4020 4GB RAM 128GB SSD 14P W11 S CLOUD GREY,1599,Computadoras,Laptops,LENOVO,src\\main\\resources\\
LAP56789012,VIVOBOOK GO L510MA-BB09-CB CELERON N4020 4GB RAM 128GB SSD 15.6P W11 STAR BLACK,1799,Computadoras,Laptops,ASUS,src\\main\\resources\\
LAP34567890,IDEAPAD 1 15IJL7 PENTIUM N6000 1.1GHZ 4GB RAM 128GB SSD 15.6P W11 S ABYSS BLUE,1899,Computadoras,Laptops,LENOVO,src\\main\\resources\\
LAP12345678,14-DQ5009LA I3-1215U 8GB RAM 256GB SSD 14P W11H SILVER,2999,Computadoras,Laptops,HP,src\\main\\resources\\
LAP90123456,V14 G4 ABP RYZEN 5 5500U 8GB RAM 256GB SSD 14P W11 PRO,3149,Computadoras,Laptops,LENOVO,src\\main\\resources\\
LAP67890123,15-DY5131WM I3-1215U 8GB RAM 256GB SSD 15.6P W11 S SILVER,3049,Computadoras,Laptops,HP,src\\main\\resources\\
LAP45678901,15-EF2033DX ryzen 3 5300U 8GB RAM 256GB SSD 15.6P W11 SILVER,3099,Computadoras,Laptops,HP,src\\main\\resources\\
LAP23456789,INSPIRON 15 3000 i3-1215U 8GB RAM 256GB 15.6P W11 BLACK,3199,Computadoras,Laptops,DELL,src\\main\\resources\\
LAP01234567,INSPIRON 15 3000 3520 I3-1215U 8GB RAM 256GB SSD 15.6P W11 PLATINUM SILVER,3099,Computadoras,Laptops,DELL,src\\main\\resources\\
LAP89012345,IDEAPAD 15ITL05 i3-1115G4 8GB RAM 256GB SSD 15.6P  GREY,3169,Computadoras,Laptops,LENOVO,src\\main\\resources\\
LAP67890125,14-DQ2528LA I3-1115G4 8GB RAM 256GB SSD 14P W11,3199,Computadoras,Laptops,HP,src\\main\\resources\\
LAP45678902,15-DY2792WM I3-1115G4 8GB RAM 256GB SSD 15.6P W11S SPRUCE BLUE,3169,Computadoras,Laptops,HP,src\\main\\resources\\
LAP23456788,15-EF2033DX ryzen 3 5300U 8GB RAM 256GB SSD 15.6P W11 SILVER,3299,Computadoras,Laptops,HP,src\\main\\resources\\
LAP01234567,YOGABOOK 6 13ABR8 RYZEN 7 7730U 16GB RAM 1TB 13.3P WUXGA W11 DARK TEAL LAPICERO,8499,Computadoras,Laptops,Lenovo,src\\main\\resources\\
LAP89012346,LOQ 15IRH8 i7-13700H 16GB RAM 512GB SSD RTX 4050 6B 15.6P W11 STORM GREY,9799,Computadoras,Laptops,Lenovo,src\\main\\resources\\
LAP67890124,VIVOBOOK CREATOR Q530VJ-I73050 i7-13620H 16GB RAM  512 SSD  RTX 3050 6GB 15.6P OLED W11 BLACK,8699,Computadoras,Laptops,ASUS,src\\main\\resources\\
LAP45678903,ROG FLOW X13 GV302XA RYZEN 9 7940HS 16GB RAM 512GB SSD 13.4P TOUCH 120HZ W11 BLACK,9999,Computadoras,Laptops,ASUS,src\\main\\resources\\
LAP23456787,NITROV 15 51-73R8 I7-13620H 16GB RAM 512GB SSD RTX 4050 6GB 15.6P W11 BLACK,10999,Computadoras,Laptops,ACER,src\\main\\resources\\
LAP01234569,G5 530 -7527BLK-PUS I7-13650HX 8GB RAM 1TB SSD RTX 4050 6GB 15.6P FHD 120HZ W11 DARK SHAD,10199,Computadoras,Laptops,DELL,src\\main\\resources\\
LAP89012347,BRAVO 15 C7VF-009 RYZEN 7 7735HS 16GB RAM 512SSD RTX 4060 8GB 15.6P W11 BLACK TEC ILUM,10799,Computadoras,Laptops,MSI,src\\main\\resources\\
LAP67890126,G15 G5535-A643GRY-PUS RYZEN 7 7840HS 16GB RAM 512GB SSD RTX 4060 8GB 15.6P 165HZ W11 GRIS,11199,Computadoras,Laptops,DELL,src\\main\\resources\\
LAP45678904,"LOQ 15IRH8 i7-13700H 16GB RAM 1TB SSD RTX 4060 8GB 15.6"" (1920x1080) 144Hz IPS W11 STORM",12499,Computadoras,Laptops,LENOVO,src\\main\\resources\\
LAP23456786,G5520-7938GRE-PUS i7-12700H 16GB RAM 512SSD RTX 3060 6GB 15.6P W11,12699,Computadoras,Laptops,DELL,src\\main\\resources\\
LAP01234560,VICTUS 16-S0015NR RYZEN 7 7840HS 16GB RAM 512GB SSD RTX 4060 8GB 16.1P QHD 240NZ W11 SILVE,11999,Computadoras,Laptops,HP,src\\main\\resources\\
LAP89012348,ZEPHYRUS GA402X RYZEN 9-7940HS 16GB RAM 512GB SSD RTX 4060 8GB 14P W11 MOONLIGHT WHITE,12199,Computadoras,Laptops,ASUS,src\\main\\resources\\
LAP67890127,TUF FA507XV-MS94 RYZEN 9 7940HS 16GB RAM 1TB SSD RTX 4060 8GB 15.6P W11 MECHA GREY,13999,Computadoras,Laptops,ASUS,src\\main\\resources\\
LAP45678905,G5 15 5530 I7-13650HX 16GB RAM 1TB SSD RTX 4060 8GB 15.6P W11 DARK SHADOW,14499,Computadoras,Laptops,DELL,src\\main\\resources\\
LAP23456785,VIVOBOOK K6602V-ES94 i9-13900H 16GB RAM 1TB SSD RTX 4060 8GB 16P OLED W11 QUIET BLUE,13599,Computadoras,Laptops,ASUS,src\\main\\resources\\
LAP01234561,TRITON PT14-51-7979 i7-13700H 16GB RAM 1TB SSD RTX 4070 8GB 14P 240HZ W10 SILVER TEC ILU,13999,Computadoras,Laptops,ACER,src\\main\\resources\\
LAP89012349,G7630-9343GRY-PUS i9-13900HX 16GB RAM 1TB SSD RTX 4070 8GB 16P QHD+ 2560 x 1600 2K W11 HOME TEC ILUM,17499,Computadoras,Laptops,DELL,src\\main\\resources\\
LAP67890128,ALIENWARE M16 R1 i9-13900HX 16GB RAM 1TB SSD RTX 4080 12GB 16PQHD (2560x1600) 240Hz W11,26749,Computadoras,Laptops,DELL,src\\main\\resources\\
LAP45678906,"HP 15-DY2062LA INTEL CORE i3-1125G4 8GB RAM 256GB SSD15.6"" W 11",3099,Computadoras,Laptops,HP,src\\main\\resources\\
LAP23456784,IDEAPAD 1 14IAU7 i3-1215U 8GB RAM 256GB SSD 14PW11 S CLOUD GREY,3599,Computadoras,Laptops,LENOVO,src\\main\\resources\\
LAP01234562,IDEAPAD SLIM 3 15IRU8 I3-1305U 8GB RAM 256GB SSD 15.6P W11,3799,Computadoras,Laptops,LENOVO,src\\main\\resources\\
LAP89012340,14-DQ5014LA I5-1235U 8GB RAM 256GB SSD 14P W11H SILVER,3699,Computadoras,Laptops,HP,src\\main\\resources\\
LAP67890129,INSPIRIRON 15 3000 3520 I5-1235U 8GB RAM 256GB SSD 15.6P W11 CARBON BLACK,4149,Computadoras,Laptops,DELL,src\\main\\resources\\
LAP45678907,15-EF2520LA RYZEN 5 5500U 8GB RAM 256GB SSD 15.6P W11,4099,Computadoras,Laptops,HP,src\\main\\resources\\
LAP23456783,15-FC0093DX RYZEN 5 7520U 16GB RAM 256GB SSD 15.6P W11 S SILVER,3999,Computadoras,Laptops,HP,src\\main\\resources\\
LAP01234563,IDEAPAD 1 15IAU7 I5-1235U 8GB RAM 512GB SSD 15.6P W11 WS GREY,4499,Computadoras,Laptops,LENOVO,src\\main\\resources\\
LAP89012341,IDEAPAD 1 15IAU7 I5-1235U 8GB RAM 256GB SSD 15.6P W11 GREY,3999,Computadoras,Laptops,LENOVO,src\\main\\resources\\
LAP67890120,VIVOBOOK F1502ZA-DS52i5-1240P 8GB RAM 512GB SSD 15.6P W11 BLUE TEC ILUM,4449,Computadoras,Laptops,ASUS,src\\main\\resources\\
LAP45678908,15-EF2015NR RYZEN 5 5500U 16GB RAM 512GB SSD 15.6P W11 SILVER,4999,Computadoras,Laptops,HP,src\\main\\resources\\
LAP23456780,VIVOBOOK M1603QA-R712 RYZEN 7 5800HS 12GB RAM 512SSD W11 QUIET BLUE,4599,Computadoras,Laptops,ASUS,src\\main\\resources\\
LAP01234565,ENVY 15-EY1077WM RYZEN 5 750U 12GB RAM 256GB SSD 15.6P TOUCH X360 W11,4849,Computadoras,Laptops,HP,src\\main\\resources\\
LAP89012342,YOGA 6 13ALC7 RYZEN 7 5700U 8GB RAM 512GB SSD 13.3P TOUCH W11 DARK TEAL,5999,Computadoras,Laptops,LENOVO,src\\main\\resources\\
LAP67890121,VIVOBOOK F1502Z i7-1255U 16GB RAM 512GB SSD 15.6P TOUCH QUIET BLUE,5699,Computadoras,Laptops,ASUS,src\\main\\resources\\
LAP45678909,YOGA 7 16ARP8 RYZEN 5 7535U 8GB RAM 512GB SSD 16P WUXGA TS W11 ARTIC GREY,6499,Computadoras,Laptops,LENOVO,src\\main\\resources\\
LAP23456781,ZENBOOK Q420VA-EVO.I7512 i7-13700H 16GB RAM 512GB SSD 14.5P 2.8K 120HZ TOUCH W11 GRAY,8999,Computadoras,Laptops,ASUS,src\\main\\resources\\
LAP01234564,VICTUS 16T-R000 i7-13700H 16GB RAM 512GB SSD RTX 3050 6GB 16.1P MICA SILVER TEC ILUMN,10999,Computadoras,Laptops,HP,src\\main\\resources\\
LAP89012343,PREDATOR TRITON 300 SE i7-12700H 16GB RAM 512SSD RTX 3060 6GB 14P W11 GRAY,10199,Computadoras,Laptops,ACER,src\\main\\resources\\
ESC87234561,MINI PC AK1PLUS ALDER LAKE N95 8GB RAM 256GB SSD W11 PRO,1999,Computadoras,Escritorio,KAMRUI,src\\main\\resources\\
ESC43987652,MINI PC T8PLUS 12GB RAM 256GB SILVER WiFi BT4.2,1749,Computadoras,Escritorio,ACEMAGIC,src\\main\\resources\\
ESC56781234,MINI PC AK2PLUS ALDER LAKE- N100 16GB RAM 512GB SSD W11 GRAY,1999,Computadoras,Escritorio,KAMRUI,src\\main\\resources\\
ESC98456723,MINI PC AK1PLUS N95 16GB RAM 512GB SSD W11 BLACK,2499,Computadoras,Escritorio,KAMRUI,src\\main\\resources\\
ESC12345678,MINI PC GK3PLUS NTEL CELERON N9516GB RAM 512GB SILVER,1999,Computadoras,Escritorio,KAMRUI,src\\main\\resources\\
ESC76543219,MINI PC AM06PRO RYZEN 5 5500U 16GB RAM 512GB SSD W11 BLACK,3299,Computadoras,Escritorio,KAMRUI,src\\main\\resources\\
ESC89012345,MINI PC RYZEN 7 5700U 16GB RAM 500GB W11,3349,Computadoras,Escritorio,TRIGEY,src\\main\\resources\\
ESC45678901,ALL IN ONE 22-DD2026LA INTEL CELERON J4025 8GB RAM 256GB SSD 21.5P,3899,Computadoras,Escritorio,HP,src\\main\\resources\\
ESC23456789,ALL IN ONE 21-B0002LA CELERON J4025 4GB RAM 1TB HDD 21P W10 BLK,3999,Computadoras,Escritorio,HP,src\\main\\resources\\
ESC98765432,MINI PC i5 12450H 16GB RAM 512GB W11 PRO,3749,Computadoras,Escritorio,GMKTEC,src\\main\\resources\\
ESC34567890,MINI PC i5-12450H 16GB RAM 512GB SSD W11 PRO,3749,Computadoras,Escritorio,GMKTEC,src\\main\\resources\\
ESC65432109,ALL IN ONE 24-CB1010LA AIO I3-1215U 8GB RAM 512 SSD W11,5259,Computadoras,Escritorio,HP,src\\main\\resources\\
ESC87654321,ALL IN ONE IDEACENTRE AIO 3 22ITL6 i3-1115G4 8GB RAM 256GB SSD 21.5P TOUCH W11 BLACK,4899,Computadoras,Escritorio,LENOVO,src\\main\\resources\\
ESC54321098,ALL IN ONE 24-CB1021LA I5-1235U 8GB RAM 512GB SSD 23.8P W11H,5879,Computadoras,Escritorio,HP,src\\main\\resources\\
ESC21098765,MINI PC SEI I7-12650H 32GB RAM 500GB WIFI 6 W11 HOME,4699,Computadoras,Escritorio,BEELINK,src\\main\\resources\\
ESC67890123,PC VICTUS TG02-1000LA I5-13400 8GB RAM 512GB SSD W11H,5699,Computadoras,Escritorio,HP,src\\main\\resources\\
ESC32109876,MINI PC AD08 i7-12650H 32GB RAM 512GB SSD WIFI 6 BT 5.2 W11,5199,Computadoras,Escritorio,KAMRUI,src\\main\\resources\\
ESC78901234,ALL IN ONE 27-CR0004LA R7-7730U 8GB RAM 512 SSD W11,8339,Computadoras,Escritorio,HP,src\\main\\resources\\
ESC45678902,ALL IN ONE 27-CA0011LA RYZEN 7 5700U 16GB RAM 512GB SSD + 1TB HDD 27P W11H,11999,Computadoras,Escritorio,HP,src\\main\\resources\\
ESC54321099,PC VICTUS TG02-1000 i7-13700 8GB RAM 256GB SSD RTX 4060 8 GB W11 TEC Y MOUSE,12199,Computadoras,Escritorio,HP,src\\main\\resources\\
ESC98765433,PC VICTUS TG02-1000 i7-13700 32GB RAM 1tB SSD RTX 4060 8 GB W11 TEC Y MOUSE,11299,Computadoras,Escritorio,HP,src\\main\\resources\\
ESC12345679,PC ROG STRIX G16CH i7-13700F 32GB RAM 1TB SSD RTX 4060 8GB W11 TEC Y MOUSE,12999,Computadoras,Escritorio,ASUS,src\\main\\resources\\
ESC89012346,PC BUILD I5-12400F 16GB RAM DDR4 3200MHz 500GB SSD TARJETA DE VIDEO DUALRTX4060OC 8GB GDDR6 CAS,13499,Computadoras,Escritorio,INTEL,src\\main\\resources\\
ESC34567891,PC LEGION T7 i7-13700KF 32GB RAM 1TB SSD RTX 4070 Ti 12GB W11 TEC- MOUSE,18699,Computadoras,Escritorio,LENOVO,src\\main\\resources\\
ESC67890124,PC LEGION T7 34IRZ8 i9-13900KF 32GB DDR5 RAM RTX 4080 16GB 1TB SSD W11 TEC - MOUSE,24199,Computadoras,Escritorio,LENOVO,src\\main\\resources\\
ESC21098766,"iMac con procesador Core i5 RAM de 8GB Almacenamiento de 256GB pantalla de 21.5""",8998,Computadoras,Escritorio,APPLE,src\\main\\resources\\
ESC87654322,"iMac MQR93E/A 23.5"" Procesador M3 8GB RAM almacenamiento 256GB SSD",12999,Computadoras,Escritorio,APPLE,src\\main\\resources\\
ESC54321090,"iMac con pantalla de 24"" procesador chip M3 memoria RAM de 8GB 256GB SSD verde.",11998,Computadoras,Escritorio,APPLE,src\\main\\resources\\
ESC45678903,"iMac con pantalla de 24"" procesador chip M3 memoria RAM de 8GB 256GB SSD rosado.",11998,Computadoras,Escritorio,APPLE,src\\main\\resources\\
ESC23456780,"All in One HP procesador Intel Core i5 memoria RAM 8GB Almacenamiento 512GB SSD pantalla 23.8"" W11",5999,Computadoras,Escritorio,HP,src\\main\\resources\\
ESC56781235,HP All-in-One 24-cr0000la AMD Ryzen 3 7320U 8 GB RAM 512 GB SSD,5696,Computadoras,Escritorio,HP,src\\main\\resources\\
ESC89012347,"All in One HP procesador Intel Celeron memoria RAM 8GB Almacenamiento 256GB SSD pantalla 22"" W1",3999,Computadoras,Escritorio,HP,src\\main\\resources\\
ESC45678904,HP Pavilion All-in-One 27-ca0005la AMD Ryzen 7 5700U 16GB RAM 512GB SDD,11999,Computadoras,Escritorio,HP,src\\main\\resources\\
ESC12345670,"Computadora HP All In One Core i3 Memoria RAM 8GB 256GB SSD pantalla de 21.5"" Windows 10",4498,Computadoras,Escritorio,HP,src\\main\\resources\\
ESC87654323,"All in One Celeron RAM 8GB 256GB SSD Pantalla de 21.5"" Windows 11",4199,Computadoras,Escritorio,HP,src\\main\\resources\\
ESC98765434,HP All-in-One 24-cr0008la AMD Ryzen 5 7520U 8GB RAM 512GB SSD,7499,Computadoras,Escritorio,HP,src\\main\\resources\\
ESC21098767,OPTIPLEX 7010 SFF PROCESADOR CORE i5 13500 2.5GHZ 8GB DE RAM 256GB NVMe M.2 DE ALMACENAMIENTO SISTEMA WINDOWS 11 PROFESSIONAL COLOR NEGRO,6599,Computadoras,Escritorio,DELL,src\\main\\resources\\
ESC54321091,OPTIPLEX 7010 i5 13500T 1.6GHZ 8GB 512GB NVMe M.2 W11P MFF,6790,Computadoras,Escritorio,DELL,src\\main\\resources\\
ESC34567892,OPTIPLEX 7010 i5 13500 2.5GHZ 8GB 512GB NVMe M.2 W11P SFF,7210,Computadoras,Escritorio,DELL,src\\main\\resources\\
ESC67890125,Legion T5 26Amr5 Procesador Ryzen 5 A 3.9Ghz Memoria RAM De 16G De Tipo DDR4 Almacenamiento De 512G SSD M.2 Tarjeta De Video 3060 Capacidad 8Gb Windows 11 Home,7699,Computadoras,Escritorio,LENOVO,src\\main\\resources\\
ESC87654324,OPTIPLEX 7010 MFF PROCESADOR INTEL CORE i7 13700T 1.4GHZ 16GB DE RAM DDR4 512GB NVMe DE ALMACENAMIENTO SISTEMA WINDOWS 11 PROFESSIONAL COLOR NEGRO,8715,Computadoras,Escritorio,DELL,src\\main\\resources\\
ESC23456781,REFURBISHED PC MSI AEGIS R13NUC7-475US PROCESADOR i7 13700F A 2.1 16GB DE RAM 1T DE ALMACENAMIENTO SSD TARJETA GRAFICA RTX 4060 DE 8GB WINDOWS 11 HOME INGLES,9059,Computadoras,Escritorio,MSI,src\\main\\resources\\
ESC56781236,OPTIPLEX 7010 i7 13700 2.2GHZ 16GB 512GB NVMe M.2 W11P SFF,10301,Computadoras,Escritorio,DELL,src\\main\\resources\\
ESC89012348,REFURBISHED PC MSI AEGIS 13NUE-452US PROCESADOR i7 13700F A 2.1 32G DE RAM 1T DE ALMACENAMIENTO SSD TARJETA GRAFICA RTX 4070 DE 12GB WINDOWS 11 HOME,13656,Computadoras,Escritorio,MSI,src\\main\\resources\\
ESC45678905,ASUS ROG G13CH (2023) Gaming Desktop PC Intel Core i5-13400F NVIDIA GeForce RTX 3050 1TB NVMe PCIe SSD 8GB DDR4 RAM Windows 11 G13CH-PB555 Black,25000,Computadoras,Escritorio,ASUS,src\\main\\resources\\
ESC54321092,PC de escritorio para juegos ASUS ROG G16CH (2024) Intel® Core™ i7-14700F NVIDIA® GeForce RTX™ 4060Ti dual SSD PCIe® Gen4 de 1 TB 32 GB de RAM DDR5 Windows 11 G16CHR-AS766Ti,40000,Computadoras,Escritorio,ASUS,src\\main\\resources\\
ESC98765435,ASUS ROG Strix G15DS Gaming Desktop AMD Ryzen 7 7700X Processor GeForce RTX 4070 Dual 16GB DDR5 RAM 1TB PCIe SSD Windows 11 Home G15DS-DH774,26000,Computadoras,Escritorio,ASUS,src\\main\\resources\\
ESC12345671,MSI Aegis ZS Gaming Desktop AMD Ryzen 7 7700 GeForce RTX 4060 16GB RAM 1TB SSD RGB Fan Cooling Wi-Fi 6E Keyboard & Mouse Included DIY Friendly Windows 11 Home-Adv: 7NUC-607US,14999,Computadoras,Escritorio,MSI,src\\main\\resources\\
ESC87654325,Lenovo IdeaCentre Gaming 5i - 2022 - Gaming Desktop - NVIDIA GeForce RTX 3050 - Intel i5 12400-8GB RAM - 512GB SSD - Win 11 - Black - Mouse & Keyboard - Free 3-Month Xbox GamePass,8999,Computadoras,Escritorio,LENOVO,src\\main\\resources\\
ESC34567890,Corsair ONE i500 Gaming PC - Liquid Cooled Intel® Core™ i9 14900K CPU - Liquid Cooled NVIDIA® GeForce RTX™ 4080 Super GPU - 32GB Vengeance DDR5 Memory - 2TB M.2 SSD - Wood Dark,52999,Computadoras,Escritorio,CORSAIR,src\\main\\resources\\
CAS98765432,CASE GAMING HAF 700 EVO RGB H700E-IGNN-S00,4999,Componentes,Cases,COOLER MASTER,src\\main\\resources\\
CAS12345678,CASE GAMER GR 701 ROG HYPERION 90DC00F0-B38000,4959,Componentes,Cases,ASUS,src\\main\\resources\\
CAS87654321,CASE HAF 700 THE BERSERKER H700-IGNN-S00,2999,Componentes,Cases,COOLER MASTER,src\\main\\resources\\
CAS23456789,CASE GR101 GAMING,1699,Componentes,Cases,ASUS,src\\main\\resources\\
CAS98765433,CASE GAMING H510I CRFT10 EDICION ESPECIAL ALL MIGHT,2899,Componentes,Cases,NZXT,src\\main\\resources\\
CAS34567890,CASE GRAN JAGUAR - NEGRO,1999,Componentes,Cases,PILAS,src\\main\\resources\\
CAS45678901,CASE MID TOWER C301GW GB C301GW WHITE,1399,Componentes,Cases,GIGABYTE,src\\main\\resources\\
CAS56789012,CASE H510i - NEGRO CON ROJO,1299,Componentes,Cases,NZXT,src\\main\\resources\\
CAS65432109,CASE H510i - NEGRO,1299,Componentes,Cases,NZXT,src\\main\\resources\\
CAS21098765,CASEH210I CA-H210BR RED,1199,Componentes,Cases,NZXT,src\\main\\resources\\
CAS54321098,CASE MINI ITX H210i - NEGRO,1199,Componentes,Cases,NZXT,src\\main\\resources\\
CAS43210987,CASE MINI ITX H210i - BLANCO,1199,Componentes,Cases,NZXT,src\\main\\resources\\
CAS78901234,CASE TUF GAMING GT301,1199,Componentes,Cases,ASUS,src\\main\\resources\\
CAS09876543,CASE MASTERBOX TD500 MESH V2 WHITE TD500V2-WGNN-S00,1099,Componentes,Cases,COOLER MASTER,src\\main\\resources\\
CAS65432100,CASE SILENCIO S600 W/ TG SIDE PANEL MCS-S600-KG5N-S00,1049,Componentes,Cases,COOLER MASTER,src\\main\\resources\\
CAS87654322,CASE TD300 MESH TD300-KGNN-S00,779,Componentes,Cases,COOLER MASTER,src\\main\\resources\\
CAS34567891,CASE GAMING MID TOWER VALOR AIR MERA EDITION,579,Componentes,Cases,XPG,src\\main\\resources\\
CAS56789013,CASE GAMER ND-560,399,Componentes,Cases,X-LION,src\\main\\resources\\
CAS23456780,CASE CG08A9 RGB,289,Componentes,Cases,EAGLE WARRIOR,src\\main\\resources\\
CAS89012345,CASE MID TOER GAMING BIONIC RGB WHITE V2,329,Componentes,Cases,AERO COOL,src\\main\\resources\\
MEM98041657,MEMORIA RAM PARA PC SPECTRIX D45G 32GB 3600MHZ PC4-28800 RGB,869,Componentes,Memorias,XPG,src\\main\\resources\\
MEM57482103,MEMORIA RAM PARA PC SPECTRIX D50 16GB DDR4 3600MHZ BLANCA,489,Componentes,Memorias,XPG,src\\main\\resources\\
MEM23906548,MEMORIA RAM PARA PC SPECTRIX D45G 16GB 3200MHZ BLANCA,459,Componentes,Memorias,XPG,src\\main\\resources\\
MEM71293485,MEMORIA RAM PARA PC SPECTRIX D35G 16GB DDR4 3200MHZ BLANCA,399,Componentes,Memorias,XPG,src\\main\\resources\\
MEM86503214,MEMORIA RAM PARA PC 8GB DDR4 8GB SPECTRIX D50 NEGRA,349,Componentes,Memorias,XPG,src\\main\\resources\\
MEM10973825,MEMORIA RAM PARA PC SPECTRIX D45G 8GB 3600MHZ DDR4,350,Componentes,Memorias,XPG,src\\main\\resources\\
MEM45329871,MEMORIA RAM PARA PC SPECTRIX D45G 8GB DDR4 3200MHZ BLANCA,259,Componentes,Memorias,XPG,src\\main\\resources\\
MEM62718430,MEMORIA RAM PARA PC TOUGHRAM RGB 16GB (2X8GB) 3600MHZ DDR4,1269,Componentes,Memorias,THERMALTAKE,src\\main\\resources\\
MEM31857096,MEMORIA RAM 32GB 3200 PARA LAPTOP KINGSTON,999,Componentes,Memorias,KINGSTON,src\\main\\resources\\
MEM84520936,MEMORIA RAM PARA PC 16GB DDR4 3200 BALLISTIX WHITE,799,Componentes,Memorias,CRUCIAL,src\\main\\resources\\
MEM56230198,MEMORIA RAM PARA PC LANCER BLADE 16GB 6000MT/S PC5-48000 DDR5 NEGRA,699,Componentes,Memorias,XPG,src\\main\\resources\\
MEM48713695,MEMORIA RAM PARA PC 8GB DDR5 4800,699,Componentes,Memorias,ADATA,src\\main\\resources\\
MEM92657034,MEMORIA RAM PARA PC LANCER BLADE 16GB 6000MT/S PC5-48000 DDR5 BLANCA,669,Componentes,Memorias,XPG,src\\main\\resources\\
MEM30576149,MEMORIA RAM PARA LAPTOP 8GB DDR5-4800,559,Componentes,Memorias,SAMNSUNG,src\\main\\resources\\
MEM80431276,MEMORIA RAM PARA LAPTOP 16GB DDR5 5600,539,Componentes,Memorias,ADATA,src\\main\\resources\\
MEM13924680,MEMORIA RAM PARA PC SPECTRIX D60G 16GB 3200MHZ DDR4,499,Componentes,Memorias,XPG,src\\main\\resources\\
MEM64278519,MEMORIA RAM PARA PC SPECTRIX D41 16GB 3200MHZ DDR4,500,Componentes,Memorias,XPG,src\\main\\resources\\
MEM50792364,MEMORIA RAM PARA PC 8GB DDR5-4800 NEGRA,469,Componentes,Memorias,CRUCIAL,src\\main\\resources\\
MEM21583967,MEMORIA RAM PARA LAPTOP 8GB 4800MHz DDR5,379,Componentes,Memorias,KINGSTON,src\\main\\resources\\
MEM97840325,MEMORIA RAM PARA PC 8GB DDR4 3200 PC4-25600,189,Componentes,Memorias,ADATA,src\\main\\resources\\
MOT78901234,MOTHERBOARD ROG MAXIMUS Z690 HERO EVANGELION LGA1700,5499,Componentes,Motherboards,ASUS,src\\main\\resources\\
MOT56789012,MOTHERBOARD ROG STRIX Z790-E GAMING WIFI,4999,Componentes,Motherboards,ASUS,src\\main\\resources\\
MOT34567890,MOTHERBOARD Z790 AERO G LGA 1700 PCIE 5,3899,Componentes,Motherboards,GIGABYTE,src\\main\\resources\\
MOT12345678,MOTHERBOARD GAMING Z590 WIFI GUNDAM EDITION,1699,Componentes,Motherboards,ASUS,src\\main\\resources\\
MOT89012345,MOTHERBOARD B650E STEEL LEGEND WIFI,3199,Componentes,Motherboards,ASROCK,src\\main\\resources\\
MOT67890123,MOTHERBOARD B650 ELITE AX,2899,Componentes,Motherboards,AORUS,src\\main\\resources\\
MOT45678901,MOTHERBOARD ROG STRIX Z790-A GAMING WIFI D4,2799,Componentes,Motherboards,ASUS,src\\main\\resources\\
MOT23456789,MOTHERBOARD X670-P DDR5 AMD,2665,Componentes,Motherboards,ASUS,src\\main\\resources\\
MOT90123456,MOTHERBOARD Z690 UD DDR4,2499,Componentes,Motherboards,GIGABYTE,src\\main\\resources\\
MOT78901235,MOTHERBOARD B760-PLUS WIFI SOCKT LGA 1700,2299,Componentes,Motherboards,ASUS,src\\main\\resources\\
MOT56789013,MOTHERBOARD TUF GAMING B760M-PLUS WIFI DDR5,1999,Componentes,Motherboards,ASUS,src\\main\\resources\\
MOT34567891,MOTHERBOARD Z790 PG LIGHTNING PHANTOM GAMING,2049,Componentes,Motherboards,ASROCK,src\\main\\resources\\
MOT12345679,MOTHERBOARD B760M STEEL LEGEND WIFI,1669,Componentes,Motherboards,ASROCK,src\\main\\resources\\
MOT89012346,MOTHERBOARD X570 UD,1349,Componentes,Motherboards,GIGABYTE,src\\main\\resources\\
MOT67890124,MOTHERBOARD PRIME B760-PLUS LGA 1700,1399,Componentes,Motherboards,ASUS,src\\main\\resources\\
MOT45678901,MOTHERBOARD B760M K DDR4 SOCKET 1700,1049,Componentes,Motherboards,GIGABYTE,src\\main\\resources\\
MOT23456780,MOTHERBOARD B550MH,999,Componentes,Motherboards,BIOSTAR,src\\main\\resources\\
MOT90123457,MOTHERBOARD + PROCESADOR CELERON J4005I-C PRIME 5X,779,Componentes,Motherboards,ASUS,src\\main\\resources\\
MOT78901236,MOTHERBOAR B650M ELITE AX,2699,Componentes,Motherboards,AORUS,src\\main\\resources\\
MOT56789012,MOTHREBOARD X670E PRO RS,3349,Componentes,Motherboards,ASROCK,src\\main\\resources\\
PRO98765432,PROCESADOR CORE i5-14400 2.50GHz,2469,Componentes,Procesadores,INTEL,src\\main\\resources\\
PRO23456789,PROCESADOR CORE I5-14400F 2.5GHZ LGA 1700,2199,Componentes,Procesadores,INTEL,src\\main\\resources\\
PRO87654321,PROCESADOR I5-13400F LGA 1700,2199,Componentes,Procesadores,INTEL,src\\main\\resources\\
PRO34567890,PROCESADOR RYZEN 5 8500G 3.5GHZ MAX BOOST 5.0GHZ,1999,Componentes,Procesadores,AMD,src\\main\\resources\\
PRO76543210,PROCESADOR RYZEN 7 5700G 3.8GHZ,1999,Componentes,Procesadores,AMD,src\\main\\resources\\
PRO45678901,PROCESADOR CORE I5-12400 2.5GHZ LGA 1700,1899,Componentes,Procesadores,INTEL,src\\main\\resources\\
PRO65432109,PROCESADOR RYZEN 5 3600,1749,Componentes,Procesadores,AMD,src\\main\\resources\\
