IDProducto,Nombre,Precio,Categoria1,Categoria2,Marca,Imagen
CON23456789,CONSOLA NINTENDO SWITCH CON CONTROLES NEON AZUL Y NEON ROJO OLED,3292,Gaming,Consolas,NINTENDO,src\\main\\resources\\
CON65432109,CONSOLA NINTENDO SWITCH CON CONTROLES SCARLET VIOLET EDICION OLED JP,3338,Gaming,Consolas,NINTENDO,src\\main\\resources\\
CON78901234,"CONSOLA ASUS ROG ALLY 2023 RC71L 7"" 16GB 512GB W11H INGLES",7792,Gaming,Consolas,ASUS,src\\main\\resources\\
CON45678901,CONSOLA NINTENDO SWITCH CON CONTROLES BLANCO OLED,3344,Gaming,Consolas,NINTENDO,src\\main\\resources\\
CON32109876,CONSOLA NINTENDO SWITCH CON CONTROLES THE LEGEND OF ZELDA DORADO JP,3422,Gaming,Consolas,NINTENDO,src\\main\\resources\\
CON89012345,Xbox Serie X Consola 1Tb De Almacenamiento Con Control J,5365,Gaming,Consolas,MICROSOFT,src\\main\\resources\\
CON10987654,CONSOLA PLAYSTATION 5 SLIM VERSION DIGITAL 1TB CON CONTROL,5521,Gaming,Consolas,SONY,src\\main\\resources\\
CON54321098,CONSOLA PLAYSTATION 5 SLIM 1TB CON CONTROL DISCO BLURAY,6083,Gaming,Consolas,SONY,src\\main\\resources\\
CON67890123,"CONSOLA VALVE STEAMDECK DE 256GB 1280 X 800 7"" IPS UK",6094,Gaming,Consolas,VALVE,src\\main\\resources\\
CON09876543,CONSOLA PLAYSTATION 5 SLIM 1TB DISCO- CONTROL Y JUEGO SPIDER-MAN 2,6880,Gaming,Consolas,SONY,src\\main\\resources\\
CON43210987,"CONSOLA ASUS ROG ALLY 2023 RC71L 7"" 16GB 512GB W11H INGLES RC71L-ALLY",7047,Gaming,Consolas,ASUS,src\\main\\resources\\
CON21098765,XBOX SERIES S 512GB LATAM WHITE,3999,Gaming,Consolas,MICROSOFT,src\\main\\resources\\
CON87654322,XBOX SERIES S 512GB LATAM WHITE,3249,Gaming,Consolas,MICROSOFT,src\\main\\resources\\
CON65432100,XBOX SERIES S BUNDLE CONSOLA + GAME PASS 512GB SSD,3499,Gaming,Consolas,MICROSOFT,src\\main\\resources\\
CON54321099,XBOX SERIES X 1TB SSD,5199,Gaming,Consolas,XBOX,src\\main\\resources\\
CON87654323,PLAYSTATION 5 PS5 GOD OF WAR RAGNAROK DISK EDITION,5699,Gaming,Consolas,SONY,src\\main\\resources\\
CON89012346,PLAYSTATION 5 MARVEL’S SPIDER-MAN 2 1TB DIGITAL EDITION,5399,Gaming,Consolas,SONY,src\\main\\resources\\
CON23456780,XBOX SERIES X 1TB SSD 4K 120 BLU-RAY FPS 8K HDR DIABLO,6199,Gaming,Consolas,MICROSOFT,src\\main\\resources\\
CON10987655,NINTENDO SWITCH OLED 64GB MARIO RED,3099,Gaming,Consolas,NINTENDO,src\\main\\resources\\
CON45678902,NINTENDO SWITCH OLED 64GB SPLATOON 3,3099,Gaming,Consolas,NINTENDO,src\\main\\resources\\
CON09876544,NINTENDO SWITCH OLED 7P 64GB WHITE,2999,Gaming,Consolas,NINTENDO,src\\main\\resources\\
SOP78901234,MICROSOFT WINDOWS 11 HOME 64 BITS ESPAÑOL OEM - SOLO CON EQUIPO NUEVO,1010,Software,SO,MICROSOFT,src\\main\\resources\\
SOP56789012,"MICROSOFT WINDOWS 11 HOME ESD EMPAQUE RETAIL
",1162,Software,SO,MICROSOFT,src\\main\\resources\\
SOP34567890,WINDOWS SERVER STANDARD 2022 64BITS ESPAÑOL DVD 16CORE P73-08338,7412,Software,SO,MICROSOFT,src\\main\\resources\\
SOP12345678,MICROSOFT WINDOWS 11 PRO ESD 64bit EMPAQUE RETAIL,1990,Software,SO,MICROSOFT,src\\main\\resources\\
SOP90123456,"MICROSOFT WINDOWS 11 PRO ESD 64bit VERSION VIRTUAL

",1865,Software,SO,MICROSOFT,src\\main\\resources\\
OFF98765432,"MICROSOFT OFFICE 365 PERSONAL 1 AÑO PC/MAC FORMATO ESD 1 DISPOSITIVO
",375,Software,Office,MICROSOFT,src\\main\\resources\\
OFF34567890,MICROSOFT OFFICE 365 FAMILIA 1 AÑO PC/MAC FORMATO ESD 6 DISPOSITIVOS,490,Software,Office,MICROSOFT,src\\main\\resources\\
OFF56789012,OFFICE 2021 HOME AND STUDENT WORD EXCEL PPOINT ONENOTE ESD,849,Software,Office,MICROSOFT,src\\main\\resources\\
OFF65432109,MICROSOFT OFFICE 365 EMPRESA ESTANDAR 1 AÑO PC/MAC FORMATO ESD,1245,Software,Office,MICROSOFT,src\\main\\resources\\
OFF23456789,OFFICE 2021 HOME & BUSINESS WORD EXCEL PPOINT OUTLOOK ESD,1983,Software,Office,MICROSOFT,src\\main\\resources\\
ANT98765432,KASPERSKY PLUS OEM 1 DISPOSITIVO 1 AÑO SOLO CON EQUIPO NUEVO,182,Software,Antivirus,KASPERSKY,src\\main\\resources\\
ANT23456789,KASPERSKY INTERNET SECURITY PARA UN USUARIO OEM -SOLO CON EQUIPO NUEVO,182,Software,Antivirus,KASPERSKY,src\\main\\resources\\
ANT87654321,BITDEFENDER INTERNET SECURITY 1+1 USUARIO CAJA RETAIL WINDOWS 1 AÑO,240,Software,Antivirus,BITDEFENDER,src\\main\\resources\\
ANT34567890,BITDEFENDER ANTIVIRUS PLUS 1+1 USUARIO CAJA RETAIL PARA WINDOWS 1 AÑO,152,Software,Antivirus,BITDEFENDER,src\\main\\resources\\
ANT56789012,ANTIVIRUS KASPERSKY PARA UN USUARIO OEM - SOLO CON EQUIPO NUEVO,104,Software,Antivirus,KASPERSKY,src\\main\\resources\\
